id,size,propertyType,bedrooms,latitude,longitude,localityName,suburbName,cityName,price,companyName
10028929,450 sq ft,Independent Floor,1,28.60758591,77.28859711,mayur vihar phase 1,Delhi East,Delhi,10000,Akash Properties
9983455,500 sq ft,Independent House,1,28.63943291,77.29412842,Preet Vihar,Delhi East,Delhi,10000,BK Associates
8818830,550 sq ft,Independent House,1,28.59600639,77.30013275,Trilokpuri,Delhi East,Delhi,11500,Prince Associates
10026411,300 sq ft,Independent Floor,1,28.59108162,77.30537415,New Ashok Nagar,Delhi East,Delhi,5500,Golden Properties
10041703,700 sq ft,Apartment,2,28.58986664,77.30442047,New Ashok Nagar,Delhi East,Delhi,14000,Welcome Properties
9858505,400 sq ft,Independent Floor,1,28.63736534,77.29382324,Preet Vihar,Delhi East,Delhi,7500,Arora Properties
10027070,360 sq ft,Independent Floor,1,28.59257507,77.30594635,New Ashok Nagar,Delhi East,Delhi,8500,Anand Properties
9979860,300 sq ft,Independent Floor,1,28.59226227,77.30557251,New Ashok Nagar,Delhi East,Delhi,6500,Shree Properties
9967305,530 sq ft,Independent Floor,2,28.64303207,77.2833252,Swasthya Vihar,Delhi East,Delhi,12000,Dream Homez
9980146,"1,550 sq ft",Independent Floor,2,28.6440506,77.30538177,Anand Vihar,Delhi East,Delhi,35500,Shivam Real Estate
10029563,"1,400 sq ft",Independent Floor,3,28.64176178,77.2840271,Swasthya Vihar,Delhi East,Delhi,20000,Aashiyana Real Estate
9593885,"1,200 sq ft",Apartment,2,28.59403992,77.29586792,mayur vihar phase 1,Delhi East,Delhi,27000,Rupak Properties Stock
8818790,"1,000 sq ft",Apartment,3,28.61170387,77.29042053,mayur vihar phase 1,Delhi East,Delhi,22000,Prince Associates
10025481,550 sq ft,Independent Floor,2,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,10300,Shivam Properties
9721157,350 sq ft,Independent Floor,1,28.64583778,77.29335785,Krishna Nagar,Delhi East,Delhi,6500,Arora Properties
10026414,450 sq ft,Independent Floor,1,28.6068325,77.28911591,mayur vihar phase 1,Delhi East,Delhi,10000,Akash Properties
9998994,"1,000 sq ft",Independent Floor,1,28.6387558,77.29309845,Preet Vihar,Delhi East,Delhi,15000,BK Associates
10032071,640 sq ft,Apartment,2,28.58876419,77.30687714,New Ashok Nagar,Delhi East,Delhi,10000,Welcome Properties
9961862,300 sq ft,Apartment,1,28.59415627,77.30693054,New Ashok Nagar,Delhi East,Delhi,6000,Golden Properties
10027005,550 sq ft,Independent Floor,2,28.59229279,77.30587769,New Ashok Nagar,Delhi East,Delhi,10500,Anand Properties
9954875,320 sq ft,Independent Floor,1,28.59156799,77.30548859,New Ashok Nagar,Delhi East,Delhi,6700,Shree Properties
9970303,900 sq ft,Independent Floor,3,28.64237404,77.28275299,Swasthya Vihar,Delhi East,Delhi,16000,Dream Homez
10036145,"2,000 sq ft",Independent Floor,2,28.64569092,77.28787231,Krishna Nagar,Delhi East,Delhi,43000,Shivam Real Estate
10028718,"2,250 sq ft",Independent Floor,3,28.64125061,77.2865448,Swasthya Vihar,Delhi East,Delhi,45000,Shivam Real Estate
10038683,"1,620 sq ft",Independent Floor,2,28.63647652,77.29564667,Preet Vihar,Delhi East,Delhi,26000,Shivam Real Estate
9982497,"1,750 sq ft",Independent Floor,2,28.64757156,77.31343842,Anand Vihar,Delhi East,Delhi,45000,Shivam Real Estate
9776393,"1,800 sq ft",Independent Floor,3,28.65218163,77.30838776,Anand Vihar,Delhi East,Delhi,45000,Aashiyana Real Estate
9596294,"1,000 sq ft",Apartment,2,28.59837151,77.29335785,mayur vihar phase 1,Delhi East,Delhi,23000,Rupak Properties Stock
9591587,700 sq ft,Apartment,1,28.59680557,77.29479218,mayur vihar phase 1,Delhi East,Delhi,23000,Rupak Properties Stock
9594636,"1,000 sq ft",Apartment,2,28.60002327,77.2925415,mayur vihar phase 1,Delhi East,Delhi,23000,Rupak Properties Stock
10027300,"1,800 sq ft",Independent Floor,3,28.63601685,77.28659058,Preet Vihar,Delhi East,Delhi,35000,Aashiyana Real Estate
9590312,"1,350 sq ft",Apartment,3,28.60628319,77.29174042,mayur vihar phase 1,Delhi East,Delhi,38000,Rupak Properties Stock
9590308,"1,000 sq ft",Apartment,2,28.59800911,77.29685211,mayur vihar phase 1,Delhi East,Delhi,26000,Rupak Properties Stock
9593228,"1,400 sq ft",Apartment,3,28.59715271,77.29706573,mayur vihar phase 1,Delhi East,Delhi,30000,Rupak Properties Stock
9596285,"1,000 sq ft",Apartment,2,28.59989357,77.29775238,mayur vihar phase 1,Delhi East,Delhi,25000,Rupak Properties Stock
10034714,"1,150 sq ft",Independent Floor,2,28.64490318,77.29412842,Krishna Nagar,Delhi East,Delhi,30000,Shivam Real Estate
10036515,"1,500 sq ft",Independent Floor,1,28.64247131,77.28662109,Swasthya Vihar,Delhi East,Delhi,35000,Shivam Real Estate
9579538,"1,200 sq ft",Apartment,2,28.59468079,77.2959137,mayur vihar phase 1,Delhi East,Delhi,32000,Rupak Properties Stock
10035720,"1,350 sq ft",Independent Floor,2,28.63912773,77.29819489,Preet Vihar,Delhi East,Delhi,22000,Shivam Real Estate
9976353,"1,750 sq ft",Independent Floor,2,28.65532875,77.30986786,Anand Vihar,Delhi East,Delhi,40000,Shivam Real Estate
9598236,"1,000 sq ft",Apartment,2,28.59902763,77.29837799,mayur vihar phase 1,Delhi East,Delhi,25000,Rupak Properties Stock
9595236,"1,200 sq ft",Apartment,2,28.59412956,77.29586792,mayur vihar phase 1,Delhi East,Delhi,28000,Rupak Properties Stock
9592210,"1,000 sq ft",Apartment,2,28.59988213,77.29227448,mayur vihar phase 1,Delhi East,Delhi,25000,Rupak Properties Stock
9591378,"1,000 sq ft",Apartment,2,28.59838104,77.29344177,mayur vihar phase 1,Delhi East,Delhi,26000,Rupak Properties Stock
10027139,700 sq ft,Independent Floor,2,28.64166451,77.28340912,Swasthya Vihar,Delhi East,Delhi,12000,Aashiyana Real Estate
10025778,"2,250 sq ft",Independent Floor,2,28.63500977,77.29270935,Preet Vihar,Delhi East,Delhi,28000,Aashiyana Real Estate
9593241,"1,400 sq ft",Apartment,3,28.59947395,77.2959137,mayur vihar phase 1,Delhi East,Delhi,32000,Rupak Properties Stock
9955108,350 sq ft,Apartment,1,28.64241219,77.28323364,Swasthya Vihar,Delhi East,Delhi,7500,Dream Homez
9959412,450 sq ft,Apartment,1,28.64287949,77.2834549,Swasthya Vihar,Delhi East,Delhi,8500,Dream Homez
9960671,360 sq ft,Independent Floor,1,28.64101219,77.28496552,Swasthya Vihar,Delhi East,Delhi,10000,Dream Homez
9986764,450 sq ft,Independent Floor,1,28.64173126,77.28400421,Swasthya Vihar,Delhi East,Delhi,9000,Dream Homez
9987522,200 sq ft,Apartment,1,28.6409359,77.2842865,Swasthya Vihar,Delhi East,Delhi,7500,Dream Homez
9987222,400 sq ft,Apartment,1,28.64195251,77.28270721,Swasthya Vihar,Delhi East,Delhi,10000,Dream Homez
9998719,350 sq ft,Independent Floor,1,28.64115334,77.28474426,Swasthya Vihar,Delhi East,Delhi,7500,Dream Homez
9993916,250 sq ft,Independent Floor,1,28.64305115,77.28335571,Swasthya Vihar,Delhi East,Delhi,5500,Dream Homez
9971891,900 sq ft,Independent Floor,3,28.64155388,77.28427124,Swasthya Vihar,Delhi East,Delhi,20000,Dream Homez
9956608,650 sq ft,Independent Floor,2,28.64147377,77.28419495,Swasthya Vihar,Delhi East,Delhi,13500,Dream Homez
9609810,450 sq ft,Independent Floor,1,28.64120102,77.28411102,Swasthya Vihar,Delhi East,Delhi,9000,Dream Homez
10025420,"1,400 sq ft",Independent Floor,3,28.64203453,77.28386688,Swasthya Vihar,Delhi East,Delhi,20000,Aashiyana Real Estate
10025689,"1,250 sq ft",Apartment,4,28.63595581,77.29275513,Preet Vihar,Delhi East,Delhi,40000,Aashiyana Real Estate
9593937,250 sq ft,Apartment,1,28.59925461,77.29909515,mayur vihar phase 1,Delhi East,Delhi,15000,Rupak Properties Stock
9591665,"1,200 sq ft",Apartment,3,28.59866905,77.29876709,mayur vihar phase 1,Delhi East,Delhi,23000,Rupak Properties Stock
9592712,"1,000 sq ft",Apartment,2,28.59931374,77.29899597,mayur vihar phase 1,Delhi East,Delhi,23000,Rupak Properties Stock
9593858,"1,300 sq ft",Apartment,3,28.59933281,77.29308319,mayur vihar phase 1,Delhi East,Delhi,35000,Rupak Properties Stock
9596096,"1,000 sq ft",Apartment,3,28.59946823,77.29264069,mayur vihar phase 1,Delhi East,Delhi,28000,Rupak Properties Stock
9592725,"1,200 sq ft",Apartment,2,28.59812737,77.29343414,mayur vihar phase 1,Delhi East,Delhi,30000,Rupak Properties Stock
9595864,"1,000 sq ft",Apartment,2,28.59805679,77.29380035,mayur vihar phase 1,Delhi East,Delhi,25000,Rupak Properties Stock
9776950,"1,900 sq ft",Villa,4,28.63539124,77.28744507,Preet Vihar,Delhi East,Delhi,40000,Aashiyana Real Estate
10027166,"1,250 sq ft",Independent Floor,2,28.64523315,77.29449463,Krishna Nagar,Delhi East,Delhi,27000,Shivam Real Estate
10041558,"1,550 sq ft",Independent Floor,2,28.64571571,77.28836823,Krishna Nagar,Delhi East,Delhi,25000,Shivam Real Estate
9591566,750 sq ft,Apartment,1,28.59762573,77.29660034,mayur vihar phase 1,Delhi East,Delhi,17000,Rupak Properties Stock
9596325,"1,000 sq ft",Apartment,2,28.59771538,77.29656219,mayur vihar phase 1,Delhi East,Delhi,25000,Rupak Properties Stock
9595915,"1,400 sq ft",Apartment,3,28.59872246,77.29833221,mayur vihar phase 1,Delhi East,Delhi,30000,Rupak Properties Stock
10038829,"1,750 sq ft",Independent Floor,3,28.64417648,77.28766632,Krishna Nagar,Delhi East,Delhi,29600,Shivam Real Estate
10031428,"1,250 sq ft",Independent Floor,1,28.64436722,77.2935257,Krishna Nagar,Delhi East,Delhi,25000,Shivam Real Estate
9776920,"1,950 sq ft",Independent Floor,3,28.642519,77.29434967,Swasthya Vihar,Delhi East,Delhi,40000,Aashiyana Real Estate
9776657,"1,850 sq ft",Independent Floor,3,28.63638878,77.29278564,Preet Vihar,Delhi East,Delhi,40000,Aashiyana Real Estate
9776591,"2,350 sq ft",Independent Floor,3,28.63534164,77.29321289,Preet Vihar,Delhi East,Delhi,40000,Aashiyana Real Estate
10040653,"1,150 sq ft",Independent Floor,1,28.64403152,77.29439545,Krishna Nagar,Delhi East,Delhi,25000,Shivam Real Estate
10031600,"1,600 sq ft",Independent Floor,3,28.64149284,77.28599548,Swasthya Vihar,Delhi East,Delhi,33300,Shivam Real Estate
10029017,"1,750 sq ft",Independent Floor,2,28.64464951,77.29468536,Krishna Nagar,Delhi East,Delhi,35000,Shivam Real Estate
10034141,"2,450 sq ft",Independent Floor,2,28.64246559,77.29020691,Swasthya Vihar,Delhi East,Delhi,43600,Shivam Real Estate
10038276,"1,850 sq ft",Independent Floor,2,28.64439583,77.29427338,Krishna Nagar,Delhi East,Delhi,32000,Shivam Real Estate
9596968,"1,050 sq ft",Apartment,2,28.59892273,77.2930603,mayur vihar phase 1,Delhi East,Delhi,26000,Rupak Properties Stock
9595506,"1,050 sq ft",Apartment,2,28.59943771,77.2987442,mayur vihar phase 1,Delhi East,Delhi,25000,Rupak Properties Stock
9599916,"1,200 sq ft",Apartment,3,28.59797096,77.29685974,mayur vihar phase 1,Delhi East,Delhi,30000,Rupak Properties Stock
9594350,"1,100 sq ft",Apartment,2,28.59723091,77.29692078,mayur vihar phase 1,Delhi East,Delhi,25000,Rupak Properties Stock
9593953,"1,450 sq ft",Apartment,3,28.59952736,77.29277039,mayur vihar phase 1,Delhi East,Delhi,50000,Rupak Properties Stock
9590323,800 sq ft,Apartment,2,28.59952736,77.29277039,mayur vihar phase 1,Delhi East,Delhi,24500,Rupak Properties Stock
9590433,"1,050 sq ft",Apartment,2,28.59943771,77.2987442,mayur vihar phase 1,Delhi East,Delhi,25000,Rupak Properties Stock
9591359,"1,450 sq ft",Apartment,3,28.59952736,77.29277039,mayur vihar phase 1,Delhi East,Delhi,30000,Rupak Properties Stock
9593168,"1,050 sq ft",Apartment,2,28.59892273,77.2930603,mayur vihar phase 1,Delhi East,Delhi,30000,Rupak Properties Stock
10037132,"2,250 sq ft",Independent Floor,3,28.64247131,77.28662109,Swasthya Vihar,Delhi East,Delhi,50000,Shivam Real Estate
10031535,650 sq ft,Independent Floor,1,28.64270401,77.2942276,Swasthya Vihar,Delhi East,Delhi,17000,Shivam Real Estate
10029532,"1,000 sq ft",Independent Floor,1,28.64459991,77.28857422,Krishna Nagar,Delhi East,Delhi,18000,Shivam Real Estate
10038160,"1,350 sq ft",Independent Floor,2,28.64150047,77.2893219,Swasthya Vihar,Delhi East,Delhi,25000,Shivam Real Estate
10041456,"1,800 sq ft",Independent Floor,2,28.64186478,77.29563141,Swasthya Vihar,Delhi East,Delhi,26500,Shivam Real Estate
10042748,900 sq ft,Independent Floor,1,28.64124489,77.29432678,Swasthya Vihar,Delhi East,Delhi,16000,Shivam Real Estate
9967087,"2,350 sq ft",Independent Floor,2,28.64461327,77.29383087,Krishna Nagar,Delhi East,Delhi,28500,Shivam Real Estate
9987492,"1,250 sq ft",Independent Floor,1,28.6462822,77.29104614,Krishna Nagar,Delhi East,Delhi,29300,Shivam Real Estate
10039517,"1,750 sq ft",Independent House,3,28.6338768,77.28833008,Preet Vihar,Delhi East,Delhi,45000,Shivam Real Estate
10041297,"1,800 sq ft",Independent Floor,3,28.63663292,77.29562378,Preet Vihar,Delhi East,Delhi,40000,Shivam Real Estate
9970990,"2,250 sq ft",Independent Floor,2,28.63721657,77.29593658,Preet Vihar,Delhi East,Delhi,60000,Shivam Real Estate
9968899,"1,550 sq ft",Independent Floor,2,28.6413269,77.2985611,Preet Vihar,Delhi East,Delhi,35000,Shivam Real Estate
9980508,"1,350 sq ft",Independent Floor,2,28.63978195,77.29998016,Preet Vihar,Delhi East,Delhi,30000,Shivam Real Estate
9985405,"1,800 sq ft",Independent Floor,2,28.63466835,77.28869629,Preet Vihar,Delhi East,Delhi,39500,Shivam Real Estate
9775076,"1,400 sq ft",Independent Floor,3,28.64502525,77.29460907,Krishna Nagar,Delhi East,Delhi,32000,Aashiyana Real Estate
10040754,350 sq ft,Independent Floor,1,28.64043045,77.29003906,Swasthya Vihar,Delhi East,Delhi,9500,Shivam Real Estate
10039392,600 sq ft,Independent Floor,1,28.63619423,77.28777313,Preet Vihar,Delhi East,Delhi,13000,Shivam Real Estate
10029609,550 sq ft,Independent Floor,1,28.63826561,77.29801941,Preet Vihar,Delhi East,Delhi,11000,Shivam Real Estate
10027974,"1,800 sq ft",Independent Floor,2,28.6385994,77.28852081,Swasthya Vihar,Delhi East,Delhi,30000,Shivam Real Estate
10043722,"1,150 sq ft",Independent Floor,3,28.64490318,77.29412842,Krishna Nagar,Delhi East,Delhi,30000,Shivam Real Estate
10035851,"1,500 sq ft",Independent Floor,3,28.64247131,77.28662109,Swasthya Vihar,Delhi East,Delhi,35000,Shivam Real Estate
10038110,850 sq ft,Independent Floor,1,28.64247131,77.28672028,Swasthya Vihar,Delhi East,Delhi,18000,Shivam Real Estate
9974187,"1,750 sq ft",Independent Floor,3,28.64494324,77.29460907,Krishna Nagar,Delhi East,Delhi,35500,Shivam Real Estate
9776874,"1,950 sq ft",Independent Floor,3,28.63482094,77.28792572,Preet Vihar,Delhi East,Delhi,35000,Aashiyana Real Estate
9955587,500 sq ft,Independent Floor,1,28.59181976,77.30583954,New Ashok Nagar,Delhi East,Delhi,11000,Shree Properties
9959398,320 sq ft,Independent Floor,1,28.59156799,77.30548859,New Ashok Nagar,Delhi East,Delhi,6700,Shree Properties
9997000,400 sq ft,Independent Floor,1,28.59229279,77.30554962,New Ashok Nagar,Delhi East,Delhi,9000,Shree Properties
9984615,500 sq ft,Independent Floor,1,28.59229279,77.30554962,New Ashok Nagar,Delhi East,Delhi,12000,Shree Properties
9956730,850 sq ft,Independent Floor,1,28.64247131,77.28664398,Swasthya Vihar,Delhi East,Delhi,18500,Shivam Real Estate
9957711,"1,200 sq ft",Independent Floor,1,28.63851738,77.29853058,Preet Vihar,Delhi East,Delhi,19500,Shivam Real Estate
9994079,"1,650 sq ft",Independent Floor,2,28.63295555,77.28897858,Preet Vihar,Delhi East,Delhi,25000,Shivam Real Estate
9974253,"1,800 sq ft",Independent Floor,3,28.64186478,77.29563141,Swasthya Vihar,Delhi East,Delhi,42500,Shivam Real Estate
9974534,"1,750 sq ft",Independent Floor,3,28.6342926,77.28852081,Preet Vihar,Delhi East,Delhi,40000,Shivam Real Estate
9966543,"1,250 sq ft",Independent Floor,1,28.64447021,77.29310608,Krishna Nagar,Delhi East,Delhi,29300,Shivam Real Estate
9989524,"1,150 sq ft",Independent Floor,3,28.64490318,77.29412842,Krishna Nagar,Delhi East,Delhi,30000,Shivam Real Estate
9986578,"1,550 sq ft",Independent Floor,3,28.64233017,77.28656006,Swasthya Vihar,Delhi East,Delhi,33000,Shivam Real Estate
9497325,"1,750 sq ft",Independent Floor,3,28.64459038,77.28879547,Krishna Nagar,Delhi East,Delhi,30000,Shivam Real Estate
9844550,900 sq ft,Independent Floor,3,28.59205246,77.30554199,New Ashok Nagar,Delhi East,Delhi,16000,Shree Properties
8681515,650 sq ft,Independent Floor,2,28.64158058,77.28460693,Swasthya Vihar,Delhi East,Delhi,22000,Shivam Real Estate
9419280,750 sq ft,Independent Floor,2,28.64155388,77.28413391,Swasthya Vihar,Delhi East,Delhi,18000,Shivam Real Estate
10033730,600 sq ft,Independent Floor,1,28.58843422,77.3063736,New Ashok Nagar,Delhi East,Delhi,8000,Welcome Properties
10038329,210 sq ft,Apartment,1,28.59172249,77.30525208,New Ashok Nagar,Delhi East,Delhi,5000,Welcome Properties
10036487,450 sq ft,Independent Floor,1,28.59239388,77.30564117,New Ashok Nagar,Delhi East,Delhi,8000,Welcome Properties
10034138,450 sq ft,Independent Floor,1,28.60912323,77.28830719,mayur vihar phase 1,Delhi East,Delhi,10000,Akash Properties
9988732,750 sq ft,Apartment,2,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,22000,Shivam Properties
9985213,450 sq ft,Apartment,1,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,15000,Shivam Properties
9973625,450 sq ft,Independent Floor,1,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,10500,Shivam Properties
9973971,450 sq ft,Independent Floor,1,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,10000,Shivam Properties
9973765,600 sq ft,Independent Floor,2,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,12000,Shivam Properties
9973705,400 sq ft,Independent Floor,1,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,9000,Shivam Properties
9974191,650 sq ft,Independent Floor,2,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,13000,Shivam Properties
9974864,750 sq ft,Apartment,2,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,22000,Shivam Properties
9977378,600 sq ft,Independent Floor,2,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,9000,Shivam Properties
9977260,600 sq ft,Independent Floor,2,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,10000,Shivam Properties
9972359,800 sq ft,Apartment,2,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,22000,Shivam Properties
9962273,650 sq ft,Independent Floor,2,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,12000,Shivam Properties
9967391,350 sq ft,Independent Floor,1,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,6500,Shivam Properties
9968929,400 sq ft,Independent Floor,1,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,8500,Shivam Properties
9970633,350 sq ft,Independent Floor,1,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,5500,Shivam Properties
9971677,500 sq ft,Apartment,1,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,15000,Shivam Properties
9972456,400 sq ft,Independent Floor,1,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,8500,Shivam Properties
9979530,"1,000 sq ft",Independent Floor,3,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,19500,Shivam Properties
9974285,400 sq ft,Independent Floor,1,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,9000,Shivam Properties
9975430,650 sq ft,Independent Floor,2,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,13500,Shivam Properties
9976629,650 sq ft,Independent Floor,2,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,10000,Shivam Properties
9965987,"1,000 sq ft",Independent Floor,3,28.60411072,77.2895813,mayur vihar phase 1,Delhi East,Delhi,20000,Shivam Properties
